, * ,Nom du fichier,Chemin complet,Fichier caché,Taille (octets),Date de création,Date de modification,Date du dernier accès,Point de montage,Chemin absolue,Propriétaire du fichier,Extension,Type MIME,Extension MIME,Permissions de fichier,Propriétaire Lecture,Propriétaire Ecriture,Propriétaire Exécution,Groupe Lecture,Groupe Ecriture,Groupe Exécution,Autres Lecture,Autres Ecriture,Autres Exécution,Hash MD5
0,False,20231030_201315.jpg,C:/Users/hp/Documents/MSEFC/Pentest\20231030_201315.jpg,False,2278679,2023-12-25 17:43:18.885112,2023-12-25 17:43:19.776413,2023-12-25 23:50:13.432976,False,C:\Users\hp\Documents\MSEFC\Pentest\20231030_201315.jpg,hp,.jpg,"JPEG image data, Exif standard: [TIFF image data, little-endian, direntries=12, height=1848, manufacturer=samsung, model=Galaxy S23, orientation=upper-left, xresolution=212, yresolution=220, resolutionunit=2, software=S911BXXS3AWIF, datetime=2023:10:30 20:13:15, width=4000], baseline, precision 8, 4000x1848, frames 3",,438,True,True,False,True,True,False,True,True,False,F76D10DFE04D2B20BACA9DEDB987DE43
1,False,guide.pdf,C:/Users/hp/Documents/MSEFC/Pentest\guide.pdf,False,1451298,2023-11-21 10:22:08.765850,2023-11-21 10:22:09.797841,2023-12-25 23:19:33.972013,False,C:\Users\hp\Documents\MSEFC\Pentest\guide.pdf,hp,.pdf,"PDF document, version 1.6",,438,True,True,False,True,True,False,True,True,False,94896C911B6F59389406A98E75E6466D
2,False,IMG_6879.jpg,C:/Users/hp/Documents/MSEFC/Pentest\IMG_6879.jpg,False,2321124,2023-12-25 17:49:22.447952,2023-12-25 17:49:23.506226,2023-12-25 23:19:34.372438,False,C:\Users\hp\Documents\MSEFC\Pentest\IMG_6879.jpg,hp,.jpg,"JPEG image data, JFIF standard 1.01, resolution (DPI), density 300x300, segment length 20, Exif Standard: [TIFF image data, big-endian, direntries=13, manufacturer=Apple, model=iPhone 12, orientation=upper-right, xresolution=186, yresolution=194, resolutionunit=2, software=16.6.1, datetime=2023:12:25 09:57:56, hostcomputer=iPhone 12], baseline, precision 8, 4032x3024, frames 3",,438,True,True,False,True,True,False,True,True,False,E07B68DEFC59CC2828C053F87D053D37
3,False,Slides-20231121T104548Z-001.zip,C:/Users/hp/Documents/MSEFC/Pentest\Slides-20231121T104548Z-001.zip,False,2465743,2023-11-21 10:46:01.006426,2023-11-21 10:46:03.234970,2023-12-25 23:19:34.729426,False,C:\Users\hp\Documents\MSEFC\Pentest\Slides-20231121T104548Z-001.zip,hp,.zip,"Zip archive data, at least v2.0 to extract",,438,True,True,False,True,True,False,True,True,False,2706ECF6A60E9BF8617E04A69B8287A4
4,True,Box1.ova,C:/Users/hp/Documents/MSEFC/Pentest\Machines\Box1.ova,False,1417000448,2023-11-21 10:18:26.829998,2023-11-21 10:21:49.337521,2023-12-25 23:19:38.729462,False,C:\Users\hp\Documents\MSEFC\Pentest\Machines\Box1.ova,hp,.ova,POSIX tar archive,.ova,438,True,True,False,True,True,False,True,True,False,FA5CE0934DEC61B6EE8230A1542377F7
5,True,Exos.ova,C:/Users/hp/Documents/MSEFC/Pentest\Machines\Exos.ova,False,1682384384,2023-11-21 10:11:29.306903,2023-11-21 10:15:28.315626,2023-12-25 23:19:44.006639,False,C:\Users\hp\Documents\MSEFC\Pentest\Machines\Exos.ova,hp,.ova,POSIX tar archive,.ova,438,True,True,False,True,True,False,True,True,False,A95BB7D8D921E0B157A6E4D5A454B023
6,True,Kali.ova,C:/Users/hp/Documents/MSEFC/Pentest\Machines\Kali.ova,False,5568308224,2023-11-21 08:45:25.716319,2023-11-21 09:03:32.242491,2023-12-25 23:19:59.992951,False,C:\Users\hp\Documents\MSEFC\Pentest\Machines\Kali.ova,hp,.ova,block special,.e01,438,True,True,False,True,True,False,True,True,False,99448C6E5B91951209A124AF7617946E
