,Chemin,Point d'entrée du programme,Sections,Segments,imported libraries,Exported Symbols
0,C:/Users/hp/Documents/MSEFC/ue7_Forensic1\RAM\Dump-tools\Comae-Linux\DumpIt,4196944,"Section name: , Section type: SHT_NULL
Section name: .note.ABI-tag, Section type: SHT_NOTE
Section name: .note.gnu.build-id, Section type: SHT_NOTE
Section name: .rela.plt, Section type: SHT_RELA
Section name: .init, Section type: SHT_PROGBITS
Section name: .plt, Section type: SHT_PROGBITS
Section name: .text, Section type: SHT_PROGBITS
Section name: __libc_freeres_fn, Section type: SHT_PROGBITS
Section name: __libc_thread_freeres_fn, Section type: SHT_PROGBITS
Section name: .fini, Section type: SHT_PROGBITS
Section name: .rodata, Section type: SHT_PROGBITS
Section name: .stapsdt.base, Section type: SHT_PROGBITS
Section name: .eh_frame, Section type: SHT_PROGBITS
Section name: .gcc_except_table, Section type: SHT_PROGBITS
Section name: .tdata, Section type: SHT_PROGBITS
Section name: .tbss, Section type: SHT_NOBITS
Section name: .init_array, Section type: SHT_INIT_ARRAY
Section name: .fini_array, Section type: SHT_FINI_ARRAY
Section name: .data.rel.ro, Section type: SHT_PROGBITS
Section name: .got, Section type: SHT_PROGBITS
Section name: .got.plt, Section type: SHT_PROGBITS
Section name: .data, Section type: SHT_PROGBITS
Section name: __libc_subfreeres, Section type: SHT_PROGBITS
Section name: __libc_IO_vtables, Section type: SHT_PROGBITS
Section name: __libc_atexit, Section type: SHT_PROGBITS
Section name: __libc_thread_subfreeres, Section type: SHT_PROGBITS
Section name: .bss, Section type: SHT_NOBITS
Section name: __libc_freeres_ptrs, Section type: SHT_NOBITS
Section name: .comment, Section type: SHT_PROGBITS
Section name: .note.stapsdt, Section type: SHT_NOTE
Section name: .symtab, Section type: SHT_SYMTAB
Section name: .strtab, Section type: SHT_STRTAB
Section name: .shstrtab, Section type: SHT_STRTAB
",7053600,,
